id,rho_kg_m3,ne_cm3,p_Pa,T_MK,un_km_s,ut1_km_s,ut2_km_s,Bn_G,Bt1_G,Bt2_G
X_L0,3.3452438473800004e-13,200000000.0,0.007030802286196681,1.2730973415757156,239.3520009753568,0.0,0.0,0.7978400032511893,3.9285951043252823,0.6927173131717339
X_L1,2.986195844650808e-13,178533821.8013375,0.005818652157483236,1.180289695098753,311.5733565021077,-13.83179366134169,-2.438918414086861,0.7978400032511893,3.490508579154866,0.6154708388993715
X_L2,2.986195844650808e-13,178533821.8013375,0.005818652157483236,1.180289695098753,311.5733565021077,-7.589143284804992,-48.67572008786114,0.7978400032511893,3.5287499179466284,0.33223261622074113
X_L3,3.935772538825447e-13,235305569.24320778,0.009274741341528524,1.4274349369766717,300.4217248901539,-62.12249417011963,-53.81004761381245,0.7978400032511893,3.410196825801292,0.3210708153336374
X_R3,2.881542238416528e-13,172276962.1517042,0.009274741341528524,1.949670961269708,300.4217248901534,-62.12249417012101,-53.810047613812564,0.7978400032511893,3.410196825801286,0.32107081533363685
X_R2,2.7794598797760007e-13,166173828.07252616,0.008733499754347522,1.9033226217480181,298.66538930988327,-70.79985627897811,-54.627023251745534,0.7978400032511893,3.429030019811337,0.32284396488042966
X_R1,2.7794598797760007e-13,166173828.07252616,0.008733499754347522,1.9033226217480181,298.66538930988327,-73.36575602050709,0.0,0.7978400032511893,3.4441944054346085,0.0
X_R0,1.6726219236900002e-13,100000000.0,0.0026365508573237555,0.9548230061817867,0.0,0.0,0.0,0.7978400032511893,1.9946000081279733,0.0
